Município,Empreend,Tipo Atualiz,Exec,Proj,Lote,Status Lote,Ação,Realiz,Inic Empreend,Fim Empreend,Data do Projeto,Data Medição,% Exec,Sit Empreend,Valor Empreend,Valor Tesouro,Valor Contrap,Empreendimento,Progr,Programa,Cód.Componente,Componente,Cód Bem,Remessa,Ind Aceita,Cód. Escr. Reg,Executor,Escritório Regional,Cód Assoc,Nº Convênio,Associação
Joaquim Távora,100399,A,158,17,1,Concluído,,1093,11/4/2014,11/5/2014,6/27/2014,11/5/2014,100,1,"299,500.00","243,573.71","55,926.29","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UMA) ESCAVADEIRA HIDRÁULICA com potência mínima efetiva de 90 HP, Peso Operacional 13.800 Kg, capacidade da Caçamba coroada de 0,70 m³ e demais características técnicas constantes no MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,3,Joaquim Távora,Escritório Regional de Londrina,12,2023/2014-0058,Associação dos Municípios do Norte Pioneiro
Juranda,100297,A,160,22,1,Medição Encerrada,,584,8/3/2015,3/23/2016,5/13/2014,3/23/2016,100,1,"190,016.36","145,090.61","44,925.75",Capela Mortuária.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.06.09,CAPELA * MORTUÁRIA,,10051,1,4,Juranda,Escritório Regional de Maringá,18,1923/2013-0188,Comunidade dos Municípios da Região de Campo Mourão
Juranda,100447,A,160,21,1,Concluído,,1093,6/29/2014,6/30/2014,1/27/2014,6/30/2014,100,1,"117,500.00","117,500.00",0,"Lote 1- Aquisição de 01 minicarregadeira com acessórios, motor potência mínima 47 HP, com roçadeira e vassoura recolhedora conforme especificações contidas no MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Juranda,Escritório Regional de Maringá,18,1923/2013-0538,Comunidade dos Municípios da Região de Campo Mourão
Jussara,100128,A,161,24,1,Medição Encerrada,,1097,7/3/2014,12/15/2015,6/3/2014,12/15/2015,100,1,"285,151.50","285,151.50",0,"Urbanização / Calçadas.RUA ANCHIETA, entre rua xv de novembro e av dr gastão de mesquita filho.RUA BANDEIRANTES, entre rua xv de novembro e av princesa izabel.AV DR. GASTÃO DE MESQUITA FILHO, entre praça dr gastão vidigal e rua riachuelo.RUA XV DE NOVEMBR",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Jussara,Escritório Regional de Maringá,4,2123/2013-0419,Associação dos Municípios da Região de Entre Rios
Jussara,100298,A,161,23,1,Em Execução,,223,6/11/2014,3/4/2017,12/6/2013,11/18/2014,74.93,2,"328,006.57","245,765.02",0,Pavimentação -  CBUQ.TRECHO 1 - RUA CARAVELAS - entre Rua Ipiranga e Avenida Princesa Izabel.TRECHO 2 - RUA AMÉRICO  C. CARIANI - entre Rua Caravelas e Rua Rebouças.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Jussara,Escritório Regional de Maringá,4,1923/2013-0189,Associação dos Municípios da Região de Entre Rios
Kaloré,100129,A,162,23,1,Medição Encerrada,,1097,6/24/2014,3/8/2016,10/4/2013,3/8/2016,100,1,"274,324.99","274,324.99",0,"Urbanização / Calçadas.Avenida Paraná, entre Rua João de Moraes e Rua Angelo Imposseto.Avenida Paraná, entre Rua Angelo Imposseto e Rua Ver. Reinaldo Barbieri.Avenida Paraná, entre Rua Orlando Carlos Pereira e Rua Ver. Pascoal Pianez.Rua Orlando Carlos Pe",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,2123/2013-0420,Associação dos Municípios do Vale do Ivaí
Kaloré,100299,A,162,24,1,Concluído,,1091,5/27/2014,11/6/2014,1/15/2014,11/6/2014,100,1,"122,650.00","109,290.00","13,360.00","Lote 1-aquisição de 01 veículo utilitário de apoio à saúde, motor potência mínima de 98 CV(G) e 104 CV (E), direção hidráulica e demais especificações conforme MODELO 07Lote 2- aquisição de 01 veículo utilitário de apoio à educação, motor potência mínima ",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,1923/2013-0595,Associação dos Municípios do Vale do Ivaí
Kaloré,100299,A,162,24,2,Concluído,,1091,5/27/2014,11/6/2014,1/15/2014,11/6/2014,100,1,"122,650.00","109,290.00","13,360.00","Lote 1-aquisição de 01 veículo utilitário de apoio à saúde, motor potência mínima de 98 CV(G) e 104 CV (E), direção hidráulica e demais especificações conforme MODELO 07Lote 2- aquisição de 01 veículo utilitário de apoio à educação, motor potência mínima ",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,1923/2013-0595,Associação dos Municípios do Vale do Ivaí
Kaloré,100299,A,162,24,3,Concluído,,1091,5/27/2014,11/6/2014,1/15/2014,11/6/2014,100,1,"122,650.00","109,290.00","13,360.00","Lote 1-aquisição de 01 veículo utilitário de apoio à saúde, motor potência mínima de 98 CV(G) e 104 CV (E), direção hidráulica e demais especificações conforme MODELO 07Lote 2- aquisição de 01 veículo utilitário de apoio à educação, motor potência mínima ",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,1923/2013-0595,Associação dos Municípios do Vale do Ivaí
Kaloré,100300,A,162,22,1,Concluído,,234,6/24/2014,6/30/2015,8/19/2013,6/30/2015,100,1,"159,546.22","159,546.22",0,RECAPE - CBUQ.Rua Orlando Carlos Pereira entre Rua Barão do Rio Branco e Rua Oníce Melo de Souza.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,1923/2013-0076,Associação dos Municípios do Vale do Ivaí
Kaloré,100400,A,162,26,1,Concluído,,1092,11/6/2014,12/1/2014,5/14/2014,12/1/2014,100,1,"133,700.00","132,670.00","1,030.00","Aquisição Veículo para Saúde sendo: Lote 1 - 01 (UM) Veículo tipo AMBULÂNCIA SIMPLES REMOÇÃO, mínima potência efetiva líquida 101 CV e demais características técnicas constante do MODELO 07.Aquisição de Veículo para Transporte de Passageiro sendo: Lote 2 ",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,2023/2013-0661,Associação dos Municípios do Vale do Ivaí
Kaloré,100400,A,162,26,3,Concluído,,1092,11/6/2014,12/1/2014,5/14/2014,12/1/2014,100,1,"133,700.00","132,670.00","1,030.00","Aquisição Veículo para Saúde sendo: Lote 1 - 01 (UM) Veículo tipo AMBULÂNCIA SIMPLES REMOÇÃO, mínima potência efetiva líquida 101 CV e demais características técnicas constante do MODELO 07.Aquisição de Veículo para Transporte de Passageiro sendo: Lote 2 ",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,2023/2013-0661,Associação dos Municípios do Vale do Ivaí
Kaloré,100401,A,162,27,1,Concluído,,1239,11/6/2014,11/7/2014,7/17/2014,11/7/2014,100,1,"105,000.00","105,000.00",0,"Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 01 (UM) VEÍCULO tipo VAN capacidade de transporte passageiros 15 (14+1), mínima potência efetiva líquida 127 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,3,Kaloré,Escritório Regional de Londrina,15,2023/2013-0661,Associação dos Municípios do Vale do Ivaí
Lapa,100370,A,163,47,1,Concluído,,1093,12/18/2015,12/19/2015,6/12/2014,12/19/2015,100,1,"440,000.00","440,000.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) MOTONIVELADORA com mínima potência efetiva líquida de 140 HP, Peso operacional 14.500 Kg e demais características técnicas constantes no MODELO 07.Lote 02 - 01 (UM) CAMINHÕES CAÇAMBAS BAS",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,2,Lapa,Escritório Regional de Ponta Grossa,16,1923/2013-0542,Associação dos Municípios da Região Metropolitana de Curitiba
Laranjal,100584,A,364,14,1,Concluído,,223,10/15/2013,5/30/2014,4/24/2013,5/30/2014,100,1,"275,000.00","250,000.00","25,000.00",Pavimentação - Pedra Irregular e Lajota Sextavada.Rua São  Caetano-trecho entre Avenida Paraná e rua Ceara.Rua Ceara-trecho entre rua São Caetano e rua São Paulo.,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Laranjal,Escritório Regional de Guarapuava,6,1723/2012-0077,Associação dos Municípios do Centro do Paraná
Laranjal,100585,A,364,16,1,Em Execução,,223,6/27/2014,3/4/2017,9/25/2013,8/31/2015,83.52,2,"345,687.00","275,606.28","13,101.32",Pavimentação - Pedra Irregular e Lajota Sextavada.RUA TUPA: trecho entre a Rua Pernambuco e Rua Getulio Vargas.RUA GETULIO VARGAS: Trechos entre a Rua Tupã e Rua Sergipe e entre a Rua Sergipe e Rua São Paulo.RUA PANEMA: entre a Rua São Paulo e Rua São Cae,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Laranjal,Escritório Regional de Guarapuava,6,1923/2013-0190,Associação dos Municípios do Centro do Paraná
Laranjeiras do Sul,100302,A,164,68,1,Concluído,,1093,3/10/2014,3/11/2014,8/14/2013,3/11/2014,100,1,"211,000.00","211,000.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) CAMINHÃO COLETOR COMPACTADOR DE LIXO 4x2 com mínima potência efetiva líquida de 185 CV, capacidade do coletor de lixo de 12,0m³ de lixo compactado e demais caracteristicas técnicas constant",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,6,Laranjeiras do Sul,Escritório Regional de Guarapuava,17,1923/2013-0015,Associação dos Municípios do Cantuquiriguaçu
Laranjeiras do Sul,100303,A,164,69,1,Concluído,,234,1/30/2014,7/27/2014,9/25/2013,7/27/2014,100,1,"337,567.35","263,000.00","74,567.35","RECAPE - CBUQ.RUA GUILHERME DE PAULA trecho entre a Rua Manoel Ribas e a Rua Dante Alighiere.RUA DANTE ALIGHIERE inicia na Rua Guilherme de Paula e vai 45,50m no sentido da Rua Capitão Antônio Joaquim de Camargo.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Laranjeiras do Sul,Escritório Regional de Guarapuava,17,1923/2013-0077,Associação dos Municípios do Cantuquiriguaçu
Laranjeiras do Sul,100556,A,164,70,1,Concluído,,223,6/25/2014,3/4/2016,4/29/2014,3/4/2016,100,1,"599,212.56","599,212.56",0,Pavimentação - Pedra Irregular e Lajota Sextavada.RUA DAS ARARAS trecho entre Rua Bem Tevi e Rua dos Canários.RUA DAS ANDORINHAS trecho entre Rua Bem Tevi e Rua dos Canários.RUA SEBATIÃO DOMBROSKI  trecho entre Rua Hildebrando Nunes e Pedro Cordeiro.RUA H,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Laranjeiras do Sul,Escritório Regional de Guarapuava,17,2023/2013-0662,Associação dos Municípios do Cantuquiriguaçu
Leópolis,100130,A,165,14,1,Em Execução,,1097,7/4/2014,3/4/2017,10/31/2013,6/7/2016,55.95,2,"300,000.00","167,861.43",0,"Urbanização / Calçadas.Av. Munhoz da Rocha, entre a Rua Cipriano de Oliveira até a Rua Epitácio Pessoa.Rua Vereador Julio da Silva, entre a Rua Francisco Silva até a Av. Munhoz da Rocha.Rua Antônio Pereira dos Santos, entre a Rua Pedro Domingues de Souza.",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Leópolis,Escritório Regional de Londrina,11,2123/2013-0421,Associação dos Municípios do Norte do Paraná
Lidianópolis,100131,A,166,22,1,Medição Encerrada,,1097,7/2/2014,11/25/2015,1/7/2014,11/25/2015,100,1,"281,527.29","281,527.29",0,Urbanização / Calçadas.Rua Nossa Senhora da Aparecida entre Rua Mato Grosso e Entrada da Rodoviária.Rua Paraná entre Rua Nossa Senhora da Aparecida e Rua Santa Catarina.Rua Santa Catarina entre Rua Mato Grosso e Rua São Paulo.Rua São Paulo entre Rua Nossa,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Lidianópolis,Escritório Regional de Londrina,15,2123/2013-0422,Associação dos Municípios do Vale do Ivaí
Lidianópolis,100304,A,166,21,1,Concluído,,1093,3/26/2014,3/27/2014,11/4/2013,3/27/2014,100,1,"229,500.00","229,500.00",0,"Aquisição de 01 rolo compactador vibratório, especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Lidianópolis,Escritório Regional de Londrina,15,1923/2013-0314,Associação dos Municípios do Vale do Ivaí
Lidianópolis,100305,A,166,20,1,Concluído,,1092,2/24/2014,2/25/2014,11/4/2013,2/25/2014,100,1,"57,350.00","57,350.00",0,"Aquisição de 01 veículo tipo ambulância simples remoção, especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,3,Lidianópolis,Escritório Regional de Londrina,15,1923/2013-0315,Associação dos Municípios do Vale do Ivaí
Lindoeste,100511,A,167,14,1,Em Execução,,1097,10/20/2014,3/4/2017,6/2/2014,5/31/2016,65.67,2,"310,946.72","204,205.34",0,Urbanização / Calçadas.Av. Souza Naves - trecho entre as ruas Minas Gerais e Marginal A.Rua Santa Catarina - trecho entre as ruas Minas Gerais e Amazonas.Rua Amazonas - trecho entre a Av. Souza Naves e a Rua Santa Catarina.Rua Minas Gerais - trecho entre ,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,5,Lindoeste,Escritório Regional de Cascavel,7,2023/2013-0663,Associação dos Municípios do Oeste do Paraná
Loanda,100306,A,168,42,1,Concluído,,1093,6/16/2014,6/17/2014,1/27/2014,6/17/2014,100,1,"155,000.00","155,000.00",0,"Lote 1- Aquisição de 01 minicarregadeira com acessórios, motor mínima potência 40 HP, capacidade mínima da caçamba  de 0,48 m3 e demais especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Loanda,Escritório Regional de Maringá,13,1923/2013-0193,Associação dos Municípios do Noroeste do Paraná
Lobato,100307,A,169,25,1,Medição Encerrada,,223,6/4/2014,12/9/2014,2/14/2014,12/9/2014,100,1,"274,716.94","274,716.94",0,Pavimentação - TST.Rua João do Souto Melo (entre Rodovia PR 461 e Divisa com o Lote 234-B-Rem.-2).Rua João Alarcão (entre Rua Aristides Chicaroli e Rua Manoel Garcia de Oliveira).Rua Enio Cavalari (entre Rua João do Souto Melo e Rua Manoel Garcia de Olive,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Lobato,Escritório Regional de Maringá,14,1923/2013-0478,Associação dos Municípos do Setentrião Paranaense
Luiziana,100308,A,171,13,1,Concluído,,1093,12/4/2013,12/5/2013,8/15/2013,12/5/2013,100,1,"329,000.00","329,000.00",0,"Aquisição de 01 pá carregadeira, motor mínima potência de 128 HP, com transmissão automática ou manual e nº mínimo de 4 marchas avante e 3 marchas à ré capacidade de caçamba coroada de 1,9 m3 e peso operacional mínimo de 10.080 Kg caçamba com borda cortan",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Luiziana,Escritório Regional de Maringá,18,1923/2013-0016,Comunidade dos Municípios da Região de Campo Mourão
Lupionópolis,100087,A,173,16,1,Concluído,,223,6/21/2012,3/8/2013,5/4/2012,3/8/2013,100,1,"746,783.35","696,997.79","49,785.56","Pavimentação -  CBUQ.Rua Etore Antonio, com inicio na própria rua e termino na Rua Jerônimo Ivo Benetti.Rua Jerônimo Ivo Benetti  entre a Rua Etore Antonio  e Rua Manoel Raia Filho.Rua Manoel Raia Filho   entre a Rua Jerônimo Ivo Benetti  e Rua Ver. José ",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Lupionópolis,Escritório Regional de Londrina,3,1723/2012-0056,Associação dos Municípios do Médio Paranapanema
Lupionópolis,100402,A,173,17,1,Medição Encerrada,,234,6/16/2014,8/5/2014,9/24/2013,8/5/2014,100,1,"311,581.52","297,676.46","13,905.06",RECAPE - CBUQ.RUA DOMINICANAS (Trecho 1) - entre Rua Acre e Rua Amazonas.RUA SENHORA SEBASTIANA ALVES DA CRUZ - entre Av. Dr. Josino Alves da Rocha Loures e Rua Paraná.RUA VEREADOR EDUARDO GUSMÃO DOS ANJOS - entre Rua Brasil e Rua Minas Gerais.RUA MATO GR,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Lupionópolis,Escritório Regional de Londrina,3,1923/2013-0078,Associação dos Municípios do Médio Paranapanema
Mallet,100622,A,174,27,1,Concluído,,1097,6/26/2014,3/18/2015,12/11/2013,3/18/2015,100,1,"349,543.50","349,543.50",0,Urbanização / Calçadas.RUA SANTOS DUMONT: entre a Rua Vicente Machado e Rua XV de Novembro.RUA MARECHAL FLORIANO PEIXOTO: entre a Rua Vicente Machado e Rua XV de Novembro.RUA MAJOR ESTEVAO: entre a Avenida Barão do Rio Branco e Rua XV de Novembro.RUA VICE,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,2,Mallet,Escritório Regional de Ponta Grossa,1,1923/2013-0079,Associação dos Municípios do Centro Sul do Paraná
Mamborê,100444,A,175,20,1,Concluído,,1093,11/18/2013,11/19/2013,8/15/2013,11/19/2013,100,1,"409,500.00","350,000.00","59,500.00","Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 02 (DOIS) CAMINHÕES CAÇAMBAS BASCULANTES TRUCADOS 6x2, com mínima potência efetiva líquida de 186 CV, capacidade da Caçamba Basculante de 8,00 m³ e demais características técnicas constantes do MOD",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Mamborê,Escritório Regional de Maringá,18,1923/2013-0017,Comunidade dos Municípios da Região de Campo Mourão
Mamborê,100445,A,175,23,1,Concluído,,1093,6/16/2014,6/17/2014,3/14/2014,6/17/2014,100,1,"275,000.00","250,000.00","25,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) PÁ CARREGADEIRA SOBRE RODAS com potência mínima efetiva líquida de 123 HP, Peso operacional 10.000 Kg, capacidade mínima da Caçamba de 1,90 m³ e demais características técnicas constantes",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,4,Mamborê,Escritório Regional de Maringá,18,2023/2013-0664,Comunidade dos Municípios da Região de Campo Mourão
Mandaguaçu,100446,A,176,33,1,Em Execução,,223,6/11/2014,3/4/2017,12/12/2013,7/27/2014,75.05,2,"575,176.40","337,729.35","93,946.10",Pavimentação - TST.Rua Projetada B (entre a Rua Atlantique e a Av. Centenário).Rua Projetada A (entre a Rua Atlantique e a Av. Centenário).Rua Faro (entre a Av. Centenário e a Rua Condor).Rua Vereador Orlando Boareto (entre as ruas Atlantique e Condor).Ru,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Mandaguaçu,Escritório Regional de Maringá,14,1923/2013-0369,Associação dos Municípos do Setentrião Paranaense
Mandaguari,100448,A,177,43,1,Medição Encerrada,,234,7/2/2014,4/10/2015,4/8/2014,4/10/2015,100,1,"502,282.61","497,309.51","4,973.10",RECAPE - CBUQ.Rua Ver. Irineu Cuqui entre Rua Manoel Antunes Pereira e Rua Zacarias de Vasconcelos.Rua Ângelo Donatti entre Rua Manoel Antunes Pereira e Rua. Zacarias de Vasconcelos.Rua Manoel Antunes Pereira entre Rua Elias Alexandre e Rua Dr. Alcir Cast,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Mandaguari,Escritório Regional de Maringá,14,1923/2013-0468,Associação dos Municípos do Setentrião Paranaense
Mandirituba,100360,A,178,20,1,Concluído,,1093,4/9/2014,4/10/2014,11/11/2013,4/10/2014,100,1,"357,450.00","357,450.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) RETROESCAVADEIRA 4x4 com potência mínima efetiva líquida de 79 HP, Peso operacional 6.650 Kg, capacidade mínima da Caçamba Frontal de 075 m³ e demais características técnicas constantes n",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,1,Mandirituba,Escritório Regional de Curitiba,16,1923/2013-0554,Associação dos Municípios da Região Metropolitana de Curitiba
Mandirituba,100360,A,178,20,2,Concluído,,1093,4/9/2014,4/10/2014,11/11/2013,4/10/2014,100,1,"357,450.00","357,450.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) RETROESCAVADEIRA 4x4 com potência mínima efetiva líquida de 79 HP, Peso operacional 6.650 Kg, capacidade mínima da Caçamba Frontal de 075 m³ e demais características técnicas constantes n",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,1,Mandirituba,Escritório Regional de Curitiba,16,1923/2013-0554,Associação dos Municípios da Região Metropolitana de Curitiba
Manfrinópolis,100604,A,389,9,1,Concluído,,1093,2/11/2014,2/12/2014,11/11/2013,2/12/2014,100,1,"320,000.00","300,000.00","20,000.00",Aquisição de 01 pá carregadeira.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,Manfrinópolis,Escritório Regional de Cascavel,8,1923/2013-0336,Associação dos Municípios do Sudoeste do Paraná
Mangueirinha,100512,A,179,30,1,Concluído,,234,6/5/2014,8/12/2014,1/14/2014,8/12/2014,100,1,"598,890.00","400,000.00","198,890.00",RECAPE - CBUQ.Linha São João (Entre Limite do Perímetro Urbano e Ponte sobre Rio Vila Velha).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Mangueirinha,Escritório Regional de Cascavel,8,1923/2013-0389,Associação dos Municípios do Sudoeste do Paraná
Mangueirinha,100513,A,179,31,1,Concluído,,1093,9/2/2014,9/3/2014,4/8/2014,9/3/2014,100,1,"168,000.00","168,000.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) RETROESCAVADEIRA 4x4 com potência mínima efetiva líquida de 85 HP, Peso operacional 6.700Kg, capacidade mínima da Caçamba Frontal de 0,75 m³ , Caçamba da Retroescavadeira de no mínimo 30e",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Mangueirinha,Escritório Regional de Cascavel,8,2023/2013-0666,Associação dos Municípios do Sudoeste do Paraná
Mangueirinha,100637,A,179,32,1,Em Execução,,233,12/7/2014,3/4/2017,4/25/2014,5/31/2016,22.83,2,"507,780.00","91,308.64","24,603.12",Capela Mortuária.Contém os seguintes ambientes arquitetônicos: Cozinha e Sala(2).,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.06.09,CAPELA * MORTUÁRIA,,10051,1,5,Mangueirinha,Escritório Regional de Cascavel,8,2023/2013-0667,Associação dos Municípios do Sudoeste do Paraná
Manoel Ribas,100557,A,180,33,1,Concluído,,1093,12/16/2013,12/17/2013,8/27/2013,12/17/2013,100,1,"181,850.00","100,000.00","81,850.00","Aquisição de 01 retroescavadeira com motor mínima pótência de 79 HP, turbo diesel, transmissão engate sincronizado com conversor de torque e 4 marchas, direção hidráulica.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,6,Manoel Ribas,Escritório Regional de Guarapuava,6,1923/2013-0018,Associação dos Municípios do Centro do Paraná
Manoel Ribas,100558,A,180,34,1,Concluído,,1092,11/14/2013,11/15/2013,8/28/2013,11/15/2013,100,1,"245,000.00","245,000.00",0,Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) MICRO ÔNIBUS com mínima potência efetiva líquida de 160 CV e demais características técnicas constantes no MODELO 07.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,6,Manoel Ribas,Escritório Regional de Guarapuava,6,1923/2013-0019,Associação dos Municípios do Centro do Paraná
